"id"	"abbrev"	"name"
"cpd04151"	"11-O-Demethyl-7-methoxypradinone II"	"11-O-Demethyl-7-methoxypradinone II"
"cpd04152"	"11-O-Demethylpradinone I"	"11-O-Demethylpradinone I"
"cpd04153"	"11-O-Demethylpradimicinone I"	"11-O-Demethylpradimicinone I"
"cpd04154"	"Pradimicinone I"	"Pradimicinone I"
"cpd04155"	"11-O-Demethylpradimicinone II"	"11-O-Demethylpradimicinone II"
"cpd04156"	"11-O-Demethyl-7-methoxypradimicinone II"	"11-O-Demethyl-7-methoxypradimicinone II"
"cpd04157"	"Pradimicinone II"	"Pradimicinone II"
"cpd04158"	"7-Methoxypradimicinone II"	"7-Methoxypradimicinone II"
"cpd04159"	"7-Hydroxylpradimicin A"	"7-Hydroxylpradimicin A"
"cpd04160"	"Pradimicin B"	"Pradimicin B"
"cpd04161"	"Pradimicin A"	"Pradimicin A"
"cpd04162"	"Dexylosylpradimicin C"	"Dexylosylpradimicin C"
"cpd04163"	"Pradimicin C"	"Pradimicin C"
"cpd04164"	"Dexylosylbenanomicin A"	"Dexylosylbenanomicin A"
"cpd04165"	"Benanomicin A"	"Benanomicin A"
"cpd04166"	"PCE"	"PCE"
"cpd04167"	"TCE"	"TCE"
"cpd04168"	"trans-1,2-Dichloroethene"	"trans-1,2-Dichloroethene"
"cpd04169"	"cis-1,2-Dichloroethene"	"cis-1,2-Dichloroethene"
"cpd04170"	"Chloroethylene"	"Chloroethylene"
"cpd04171"	"Granaticin"	"Granaticin"
"cpd04172"	"Aflatoxin B1"	"Aflatoxin B1"
"cpd04173"	"Tetracenomycin C"	"Tetracenomycin C"
"cpd04174"	"Acarbose"	"Acarbose"
"cpd04175"	"Acebutolol"	"Acebutolol"
"cpd04176"	"Acetaminophen"	"Acetaminophen"
"cpd04177"	"Acetazolamide"	"Acetazolamide"
"cpd04178"	"Acetohexamide"	"Acetohexamide"
"cpd04179"	"Acetophenazine"	"Acetophenazine"
"cpd04180"	"Acetohydroxamic acid"	"Acetohydroxamic acid"
"cpd04181"	"Acetylcysteine"	"Acetylcysteine"
"cpd04182"	"Aciclovir"	"Aciclovir"
"cpd04183"	"Lincomycin"	"Lincomycin"
"cpd04184"	"Nitrobenzol"	"Nitrobenzol"
"cpd04185"	"D-Xylose-5-phosphate"	"D-Xylose-5-phosphate"
"cpd04186"	"Alprazolam"	"Alprazolam"
"cpd04187"	"Amantadine"	"Amantadine"
"cpd04188"	"Amifostine"	"Amifostine"
"cpd04189"	"Amikacin"	"Amikacin"
"cpd04190"	"Amiloride"	"Amiloride"
"cpd04191"	"Amiodarone"	"Amiodarone"
"cpd04192"	"Amitriptyline"	"Amitriptyline"
"cpd04193"	"Amlodipine"	"Amlodipine"
"cpd04194"	"Amoxicillin"	"Amoxicillin"
"cpd04195"	"Methyloctatropine bromide"	"Methyloctatropine bromide"
"cpd04196"	"Anthralin"	"Anthralin"
"cpd04197"	"Astemizole"	"Astemizole"
"cpd04198"	"Atorvastatin"	"Atorvastatin"
"cpd04199"	"Azithromycin"	"Azithromycin"
"cpd04200"	"Azlocillin"	"Azlocillin"
"cpd04201"	"Aztreonam"	"Aztreonam"
"cpd04202"	"Beclomethasone"	"Beclomethasone"
"cpd04203"	"Benazepril"	"Benazepril"
"cpd04204"	"Benztropine"	"Benztropine"
"cpd04205"	"Bepridil"	"Bepridil"
"cpd04206"	"Betaxolol"	"Betaxolol"
"cpd04207"	"Bethanechol"	"Bethanechol"
"cpd04208"	"Bisoprolol"	"Bisoprolol"
"cpd04209"	"Bitolterol"	"Bitolterol"
"cpd04210"	"Bleomycin A2"	"Bleomycin A2"
"cpd04211"	"Bretylium"	"Bretylium"
"cpd04212"	"Bromocriptine"	"Bromocriptine"
"cpd04213"	"Brompheniramine"	"Brompheniramine"
"cpd04214"	"Bupropion"	"Bupropion"
"cpd04215"	"Buspirone"	"Buspirone"
"cpd04216"	"Butorphanol"	"Butorphanol"
"cpd04217"	"Cibacalcin"	"Cibacalcin"
"cpd04218"	"Capsaicin"	"Capsaicin"
"cpd04219"	"Carbamazepine"	"Carbamazepine"
"cpd04220"	"Carbenicillin"	"Carbenicillin"
"cpd04221"	"Carbidopa-levodopa"	"Carbidopa-levodopa"
"cpd04222"	"Carbinoxamine"	"Carbinoxamine"
"cpd04223"	"Carboprost"	"Carboprost"
"cpd04224"	"Carteolol"	"Carteolol"
"cpd04225"	"Carvedilol"	"Carvedilol"
"cpd04226"	"Nitrosobenzene"	"Nitrosobenzene"
"cpd04227"	"Cefaclor"	"Cefaclor"
"cpd04228"	"Cefadroxil"	"Cefadroxil"
"cpd04229"	"Cefamandole"	"Cefamandole"
"cpd04230"	"Cefazolin"	"Cefazolin"
"cpd04231"	"Cefixime"	"Cefixime"
"cpd04232"	"Cefonicid"	"Cefonicid"
"cpd04233"	"Cefoperazone"	"Cefoperazone"
"cpd04234"	"Ceforanide"	"Ceforanide"
"cpd04235"	"Cefotaxime"	"Cefotaxime"
"cpd04236"	"Cefotetan"	"Cefotetan"
"cpd04237"	"Cefoxitin"	"Cefoxitin"
"cpd04238"	"Cefprozil"	"Cefprozil"
"cpd04239"	"Ceftazidime"	"Ceftazidime"
"cpd04240"	"Ceftizoxime"	"Ceftizoxime"
"cpd04242"	"cbs_71"	"DKH"
"cpd04244"	"Cefuroxime"	"Cefuroxime"
"cpd04245"	"Cefalexin"	"Cefalexin"
"cpd04246"	"Cephapirin"	"Cephapirin"
"cpd04247"	"Cefradine"	"Cefradine"
"cpd04248"	"Chloral hydrate"	"Chloral hydrate"
"cpd04249"	"Chlorhexidine"	"Chlorhexidine"
"cpd04250"	"Chlorphenamine"	"Chlorphenamine"
"cpd04251"	"Chlorpromazine"	"Chlorpromazine"
"cpd04252"	"Cidofovir"	"Cidofovir"
"cpd04253"	"Cisapride"	"Cisapride"
"cpd04254"	"Cisplatin"	"Cisplatin"
"cpd04255"	"Clarithromycin"	"Clarithromycin"
"cpd04256"	"Clemastine"	"Clemastine"
"cpd04257"	"Clindamycin"	"Clindamycin"
"cpd04258"	"Clofazimine"	"Clofazimine"
"cpd04259"	"Clofibrate"	"Clofibrate"
"cpd04260"	"Clomiphene"	"Clomiphene"
"cpd04261"	"Clomipramine"	"Clomipramine"
"cpd04262"	"Clorazepate"	"Clorazepate"
"cpd04263"	"Clotrimazole"	"Clotrimazole"
"cpd04264"	"Cloxacillin"	"Cloxacillin"
"cpd04265"	"Clozapine"	"Clozapine"
"cpd04266"	"Cosyntropin"	"Cosyntropin"
"cpd04267"	"Cromolyn"	"Cromolyn"
"cpd04268"	"Cyclizine"	"Cyclizine"
"cpd04269"	"Cyclobenzaprine"	"Cyclobenzaprine"
"cpd04270"	"Cyclopentolate"	"Cyclopentolate"
"cpd04271"	"Cyproheptadine"	"Cyproheptadine"
"cpd04272"	"Dantrolene"	"Dantrolene"
"cpd04273"	"Deferoxamine"	"Deferoxamine"
"cpd04274"	"Delavirdine"	"Delavirdine"
"cpd04275"	"Ledermycin hydrochloride"	"Ledermycin hydrochloride"
"cpd04276"	"Desipramine"	"Desipramine"
"cpd04277"	"Desmopressin"	"Desmopressin"
"cpd04278"	"Dexchlorpheniramine"	"Dexchlorpheniramine"
"cpd04279"	"Dextromethorphan"	"Dextromethorphan"
"cpd04280"	"Diazepam"	"Diazepam"
"cpd04281"	"Diazoxide"	"Diazoxide"
"cpd04282"	"Dicloxacillin"	"Dicloxacillin"
"cpd04283"	"Dicyclomine"	"Dicyclomine"
"cpd04284"	"Didanosine"	"Didanosine"
"cpd04285"	"Amfepramone"	"Amfepramone"
"cpd04286"	"Digitoxin"	"Digitoxin"
"cpd04287"	"Digoxin"	"Digoxin"
"cpd04288"	"Dihydrotachysterol"	"Dihydrotachysterol"
"cpd04289"	"Diltiazem"	"Diltiazem"
"cpd04290"	"Diphenidol"	"Diphenidol"
"cpd04291"	"Dipivefrin"	"Dipivefrin"
"cpd04292"	"Disopyramide"	"Disopyramide"
"cpd04293"	"Dobutamine"	"Dobutamine"
"cpd04294"	"Dorzolamide"	"Dorzolamide"
"cpd04295"	"Doxazosin"	"Doxazosin"
"cpd04296"	"Doxepin"	"Doxepin"
"cpd04297"	"Dronabinol"	"Dronabinol"
"cpd04298"	"Doxycycline"	"Doxycycline"
"cpd04299"	"Echothiophate"	"Echothiophate"
"cpd04300"	"Edrophonium"	"Edrophonium"
"cpd04301"	"Enalapril"	"Enalapril"
"cpd04302"	"Encainide"	"Encainide"
"cpd04303"	"Enoxacin"	"Enoxacin"
"cpd04304"	"Esmolol"	"Esmolol"
"cpd04305"	"Ethambutol"	"Ethambutol"
"cpd04306"	"Spirodilactone"	"Spirodilactone"
"cpd04307"	"beta-BHC"	"beta-BHC"
"cpd04308"	"3,4,5,6-Tetrachlorocyclohexene"	"3,4,5,6-Tetrachlorocyclohexene"
"cpd04309"	"Chlorobenzene"	"Chlorobenzene"
"cpd04310"	"Fenfluramine"	"Fenfluramine"
"cpd04311"	"Fenoprofen"	"Fenoprofen"
"cpd04312"	"Fexofenadine"	"Fexofenadine"
"cpd04313"	"Flecainide"	"Flecainide"
"cpd04314"	"Fludrocortisone"	"Fludrocortisone"
"cpd04315"	"Flunisolide"	"Flunisolide"
"cpd04316"	"Fluocinolone"	"Fluocinolone"
"cpd04317"	"Fluphenazine"	"Fluphenazine"
"cpd04318"	"Fluvastatin"	"Fluvastatin"
"cpd04319"	"Fosinopril"	"Fosinopril"
"cpd04320"	"Glyburide"	"Glyburide"
"cpd04321"	"Granisetron"	"Granisetron"
"cpd04322"	"3'-Keto-3'-deoxy-ATP"	"3'-Keto-3'-deoxy-ATP"
"cpd04323"	"3'-Keto-3'-deoxy-AMP"	"3'-Keto-3'-deoxy-AMP"
"cpd04324"	"3'-Amino-3'-deoxy-AMP"	"3'-Amino-3'-deoxy-AMP"
"cpd04325"	"N6,N6,O-Trimethylpuromycin-5'-phosphate"	"N6,N6,O-Trimethylpuromycin-5'-phosphate"
"cpd04326"	"N-Acetyl-N6,N6,O-tridemethylpuromycin-5'-phosphate"	"N-Acetyl-N6,N6,O-tridemethylpuromycin-5'-phosphate"
"cpd04327"	"N-Acetyl-N6,O-didemethylpuromycin-5'-phosphate"	"N-Acetyl-N6,O-didemethylpuromycin-5'-phosphate"
"cpd04328"	"N-Acetyl-O-demethylpuromycin-5'-phosphate"	"N-Acetyl-O-demethylpuromycin-5'-phosphate"
"cpd04329"	"N-Acetyl-O-demethylpuromycin"	"N-Acetyl-O-demethylpuromycin"
"cpd04330"	"N-Acetylpuromycin"	"N-Acetylpuromycin"
"cpd04331"	"Guanabenz"	"Guanabenz"
"cpd04332"	"Guanadrel"	"Guanadrel"
"cpd04333"	"Guanethidine"	"Guanethidine"
"cpd04334"	"Guanfacine"	"Guanfacine"
"cpd04335"	"Hydralazine"	"Hydralazine"
"cpd04336"	"Hydromorphone"	"Hydromorphone"
"cpd04337"	"Hydroxychloroquine"	"Hydroxychloroquine"
"cpd04338"	"Hydroxyurea"	"Hydroxyurea"
"cpd04339"	"Hydroxyzine"	"Hydroxyzine"
"cpd04340"	"Imipramine"	"Imipramine"
"cpd04341"	"Indinavir"	"Indinavir"
"cpd04342"	"Ipratropium"	"Ipratropium"
"cpd04343"	"Isoetharine"	"Isoetharine"
"cpd04344"	"Isoniazid"	"Isoniazid"
"cpd04345"	"Isopropamide"	"Isopropamide"
"cpd04346"	"isoprenaline"	"isoprenaline"
"cpd04347"	"Ketorolac"	"Ketorolac"
"cpd04348"	"Labetalol"	"Labetalol"
"cpd04349"	"Lactulose"	"Lactulose"
"cpd04350"	"3TC"	"3TC"
"cpd04351"	"Levallorphan"	"Levallorphan"
"cpd04352"	"Levamisole"	"Levamisole"
"cpd04353"	"Losartan"	"Losartan"
"cpd04354"	"Lovastatin"	"Lovastatin"
"cpd04355"	"Lindane"	"Lindane"
"cpd04356"	"Lomefloxacin"	"Lomefloxacin"
"cpd04357"	"Loperamide"	"Loperamide"
"cpd04358"	"Styrene"	"Styrene"
"cpd04359"	"Styrene cis-glycol"	"Styrene cis-glycol"
"cpd04360"	"3-Vinylcatechol"	"3-Vinylcatechol"
"cpd04362"	"2-Hydroxy-6-oxoocta-2,4,7-trienoate"	"2-Hydroxy-6-oxoocta-2,4,7-trienoate"
"cpd04363"	"4-CPA"	"4-CPA"
"cpd04364"	"5-Chloro-2-hydroxymuconic semialdehyde"	"5-Chloro-2-hydroxymuconic semialdehyde"
"cpd04365"	"Protoanemonin"	"Protoanemonin"
"cpd04366"	"cis-Acetylacrylate"	"cis-Acetylacrylate"
"cpd04367"	"p-Dichlorobenzene"	"p-Dichlorobenzene"
"cpd04368"	"3,6-Dichloro-cis-1,2-dihydroxycyclohexa-3,5-diene"	"3,6-Dichloro-cis-1,2-dihydroxycyclohexa-3,5-diene"
"cpd04369"	"3,6-Dichlorocatechol"	"3,6-Dichlorocatechol"
"cpd04370"	"2,5-Dichloro-cis,cis-muconate"	"2,5-Dichloro-cis,cis-muconate"
"cpd04371"	"2,6-Dichlorophenol"	"2,6-Dichlorophenol"
"cpd04372"	"2,6-Dichlorohydroquinone"	"2,6-Dichlorohydroquinone"
"cpd04373"	"2,4,6-Trichlorophenol"	"2,4,6-Trichlorophenol"
"cpd04374"	"2,3,6-Trichlorohydroquinone"	"2,3,6-Trichlorohydroquinone"
"cpd04375"	"2,4,5-Trichlorophenoxyacetic acid"	"2,4,5-Trichlorophenoxyacetic acid"
"cpd04376"	"2,4,5-Trichlorophenol"	"2,4,5-Trichlorophenol"
"cpd04377"	"5-Chloro-1,2,4-trihydroxybenzene"	"5-Chloro-1,2,4-trihydroxybenzene"
"cpd04378"	"Hydroxybenzoquinone"	"Hydroxybenzoquinone"
"cpd04379"	"Loxapine"	"Loxapine"
"cpd04380"	"Mafenide"	"Mafenide"
"cpd04381"	"Maprotiline"	"Maprotiline"
"cpd04382"	"Tamoxifen"	"Tamoxifen"
"cpd04383"	"Ethylenzene"	"Ethylenzene"
"cpd04384"	"1-Phenylethanol"	"1-Phenylethanol"
"cpd04385"	"Acetophenone"	"Acetophenone"
"cpd04386"	"Benzoyl acetate"	"Benzoyl acetate"
"cpd04387"	"Chlormethine"	"Chlormethine"
"cpd04388"	"Meclozine"	"Meclozine"
"cpd04389"	"Meclofenamate"	"Meclofenamate"
"cpd04390"	"Benzoyl acetyl-CoA"	"Benzoyl acetyl-CoA"
"cpd04391"	"Medroxyprogesterone"	"Medroxyprogesterone"
"cpd04392"	"Megestrol"	"Megestrol"
"cpd04393"	"2-Hydroxy-6-oxo-octa-2,4-dienoate"	"2-Hydroxy-6-oxo-octa-2,4-dienoate"
"cpd04394"	"Tamsulosin"	"Tamsulosin"
"cpd04395"	"Menadiol"	"Menadiol"
"cpd04396"	"Terazosin"	"Terazosin"
"cpd04397"	"Pethidine"	"Pethidine"
"cpd04398"	"Terbutaline"	"Terbutaline"
"cpd04399"	"Theophylline"	"Theophylline"
"cpd04400"	"Thiethylperazine"	"Thiethylperazine"
"cpd04401"	"Ticarcillin"	"Ticarcillin"
"cpd04402"	"Ticlopidine"	"Ticlopidine"
"cpd04403"	"Timolol"	"Timolol"
"cpd04404"	"Tocainide"	"Tocainide"
"cpd04405"	"Mesoridazine"	"Mesoridazine"
"cpd04406"	"Orciprenaline"	"Orciprenaline"
"cpd04407"	"Metaraminol"	"Metaraminol"
"cpd04408"	"Tolazoline"	"Tolazoline"
"cpd04409"	"Tolbutamide"	"Tolbutamide"
"cpd04410"	"Tolmetin"	"Tolmetin"
"cpd04411"	"Metformin"	"Metformin"
"cpd04412"	"Tramadol"	"Tramadol"
"cpd04413"	"Tranylcypromine"	"Tranylcypromine"
"cpd04414"	"Trazodone"	"Trazodone"
"cpd04415"	"2-Oxo-delta3-4,5,5-trimethylcyclopentenylacetate"	"2-Oxo-delta3-4,5,5-trimethylcyclopentenylacetate"
"cpd04416"	"2-Oxo-delta3-4,5,5-trimethylcyclopentenylacetyl-CoA"	"2-Oxo-delta3-4,5,5-trimethylcyclopentenylacetyl-CoA"
"cpd04417"	"Methadone"	"Methadone"
"cpd04418"	"Methamphetamine"	"Methamphetamine"
"cpd04419"	"Triclofos"	"Triclofos"
"cpd04420"	"Trientine"	"Trientine"
"cpd04421"	"Trifluoperazine"	"Trifluoperazine"
"cpd04422"	"Trihexyphenidyl"	"Trihexyphenidyl"
"cpd04423"	"Alimemazine"	"Alimemazine"
"cpd04424"	"Trimethaphan"	"Trimethaphan"
"cpd04425"	"Methdilazine"	"Methdilazine"
"cpd04426"	"Methicillin"	"Methicillin"
"cpd04427"	"Trimethobenzamide"	"Trimethobenzamide"
"cpd04428"	"Tripelennamine"	"Tripelennamine"
"cpd04429"	"Trometamol"	"Trometamol"
"cpd04430"	"BW 256U87"	"BW 256U87"
"cpd04431"	"Venlafaxine"	"Venlafaxine"
"cpd04432"	"Verapamil"	"Verapamil"
"cpd04433"	"2-Hydroxyacetophenone"	"2-Hydroxyacetophenone"
"cpd04434"	"Levomepromazine"	"Levomepromazine"
"cpd04435"	"Methyldopa"	"Methyldopa"
"cpd04436"	"Vidarabine"	"Vidarabine"
"cpd04437"	"Methylphenidate"	"Methylphenidate"
"cpd04438"	"Methyltestosterone"	"Methyltestosterone"
"cpd04439"	"Methysergide"	"Methysergide"
"cpd04440"	"Vinblastine"	"Vinblastine"
"cpd04441"	"Metoprolol"	"Metoprolol"
"cpd04442"	"Vincristine"	"Vincristine"
"cpd04443"	"Metyrapone"	"Metyrapone"
"cpd04444"	"Zafirlukast"	"Zafirlukast"
"cpd04445"	"Zalcitabine"	"Zalcitabine"
"cpd04446"	"m-xyl"	"m-Xylene"
"cpd04447"	"3mbzald"	"m-Tolualdehyde"
"cpd04448"	"AZT"	"AZT"
"cpd04449"	"m-tol"	"m-toluate"
"cpd04450"	"o-Xylene"	"o-Xylene"
"cpd04451"	"2-Methylbenzyl alcohol"	"2-Methylbenzyl alcohol"
"cpd04452"	"o-Tolualdehyde"	"o-Tolualdehyde"
"cpd04453"	"o-Toluate"	"o-Toluate"
"cpd04454"	"3mbzalc"	"3-methylbenzylalcohol"
"cpd04455"	"311C90"	"311C90"
"cpd04456"	"Zolpidem"	"Zolpidem"
"cpd04457"	"Mexiletine"	"Mexiletine"
"cpd04458"	"Mezlin"	"Mezlin"
"cpd04459"	"Mibefradil"	"Mibefradil"
"cpd04460"	"Milrinone"	"Milrinone"
"cpd04461"	"Minocycline"	"Minocycline"
"cpd04462"	"LY 139481"	"LY 139481"
"cpd04463"	"Molindone"	"Molindone"
"cpd04464"	"Latamoxef"	"Latamoxef"
"cpd04465"	"Rifabutin"	"Rifabutin"
"cpd04466"	"Rimantadine"	"Rimantadine"
"cpd04467"	"Ritodrine"	"Ritodrine"
"cpd04468"	"Ritonavir"	"Ritonavir"
"cpd04469"	"Salmeterol"	"Salmeterol"
"cpd04470"	"Selegiline"	"Selegiline"
"cpd04471"	"Sertraline"	"Sertraline"
"cpd04472"	"Sibutramine"	"Sibutramine"
"cpd04473"	"Nafcillin"	"Nafcillin"
"cpd04474"	"Nalbuphine"	"Nalbuphine"
"cpd04475"	"Naloxone"	"Naloxone"
"cpd04476"	"Naltrexone"	"Naltrexone"
"cpd04477"	"Nandrolone"	"Nandrolone"
"cpd04478"	"Nedocromil"	"Nedocromil"
"cpd04479"	"Nefazodone"	"Nefazodone"
"cpd04480"	"Nelfinavir"	"Nelfinavir"
"cpd04481"	"Neostigmine"	"Neostigmine"
"cpd04482"	"Sildenafil"	"Sildenafil"
"cpd04483"	"Simethicone"	"Simethicone"
"cpd04484"	"Nevirapine"	"Nevirapine"
"cpd04485"	"Nicardipine"	"Nicardipine"
"cpd04486"	"Nifedipine"	"Nifedipine"
"cpd04487"	"Nimodipine"	"Nimodipine"
"cpd04488"	"Nitroprusside"	"Nitroprusside"
"cpd04489"	"Nizatidine"	"Nizatidine"
"cpd04490"	"Limonene oxide"	"Limonene oxide"
"cpd04491"	"Maleimide"	"Maleimide"
"cpd04492"	"Butanimide"	"Butanimide"
"cpd04493"	"Nortriptyline"	"Nortriptyline"
"cpd04494"	"Glutarimide"	"Glutarimide"
"cpd04495"	"Limonene-1,2-diol"	"Limonene-1,2-diol"
"cpd04496"	"dTDP-D-fucose"	"dTDP-D-fucose"
"cpd04497"	"beta-D-Galactopyranosyl-(1->3)-N-acetyl-D-galactosamine"	"beta-D-Galactopyranosyl-(1->3)-N-acetyl-D-galactosamine"
"cpd04498"	"2-Aminoethylarsonate"	"2-Aminoethylarsonate"
"cpd04499"	"Rhodanine"	"Rhodanine"
"cpd04500"	"Arabino-galactose"	"Arabino-galactose"
"cpd04501"	"Sulcatone"	"Sulcatone"
"cpd04502"	"Sulcatol"	"Sulcatol"
"cpd04503"	"Crepenynate"	"Crepenynate"
"cpd04504"	"7-O-Methylluteone"	"7-O-Methylluteone"
"cpd04505"	"Methylarsonate"	"Methylarsonate"
"cpd04506"	"Methylarsonite"	"Methylarsonite"
"cpd04507"	"4,8,12-Trimethyltridecanoyl-CoA"	"4,8,12-Trimethyltridecanoyl-CoA"
"cpd04508"	"3-Oxopristanoyl-CoA"	"3-Oxopristanoyl-CoA"
"cpd04509"	"(R)-Mandelamide"	"(R)-Mandelamide"
"cpd04510"	"3-Hydroxy-3-(3-hydroxy-4-methoxyphenyl)propionyl-CoA"	"3-Hydroxy-3-(3-hydroxy-4-methoxyphenyl)propionyl-CoA"
"cpd04511"	"4-HYDROXY-ETCETERA-HYDROXYPROPIONYL-COA"	"4-Hydroxy-3-methoxyphenyl-beta-hydroxypropionyl-CoA"
"cpd04512"	"Deacetylisoipecoside"	"Deacetylisoipecoside"
"cpd04513"	"Octreotide"	"Octreotide"
"cpd04514"	"Deacetylipecoside"	"Deacetylipecoside"
"cpd04515"	"Sotalol"	"Sotalol"
"cpd04516"	"Spironolactone"	"Spironolactone"
"cpd04517"	"Stanozolol"	"Stanozolol"
"cpd04518"	"d4T"	"d4T"
"cpd04519"	"Zanosar"	"Zanosar"
"cpd04520"	"Sulfamethoxazole"	"Sulfamethoxazole"
"cpd04521"	"Sulfasalazine"	"Sulfasalazine"
"cpd04522"	"Sulfinpyrazone"	"Sulfinpyrazone"
"cpd04523"	"Sulfisoxazole"	"Sulfisoxazole"
"cpd04524"	"Sumatriptan"	"Sumatriptan"
"cpd04525"	"Suprofen"	"Suprofen"
"cpd04526"	"Ofloxacin"	"Ofloxacin"
"cpd04527"	"Olanzapine"	"Olanzapine"
"cpd04528"	"Olsalazine"	"Olsalazine"
"cpd04529"	"Omeprazole"	"Omeprazole"
"cpd04530"	"Ondansetron"	"Ondansetron"
"cpd04531"	"1,5-Anhydroglucitol"	"1,5-Anhydroglucitol"
"cpd04532"	"Nicotinaldehyde"	"Nicotinaldehyde"
"cpd04533"	"iamoh"	"Isoamyl alcohol"
"cpd04534"	"3mbald"	"3-Methylbutanal"
"cpd04535"	"3-Methylbut-2-enal"	"3-Methylbut-2-enal"
"cpd04536"	"Carbonyl sulfide"	"Carbonyl sulfide"
"cpd04537"	"Dibenzylsuccinate"	"Dibenzylsuccinate"
"cpd04538"	"Oxacillin"	"Oxacillin"
"cpd04539"	"amopbut-L"	"2-Amino-3-oxo-4-phosphonooxybutyrate"
"cpd04540"	"Quazepam"	"Quazepam"
"cpd04541"	"(9Z,12Z)-(11S)-11-Hydroperoxyoctadeca-9,12-dienoate"	"(9Z,12Z)-(11S)-11-Hydroperoxyoctadeca-9,12-dienoate"
"cpd04542"	"Mepacrine"	"Mepacrine"
"cpd04543"	"Quinapril hydrochloride"	"Quinapril hydrochloride"
"cpd04544"	"Oxamniquine"	"Oxamniquine"
"cpd04545"	"Quinethazone"	"Quinethazone"
"cpd04546"	"2-Hydroxyphytanoyl-CoA"	"2-Hydroxyphytanoyl-CoA"
"cpd04547"	"3-Hydroxyquinine"	"3-Hydroxyquinine"
"cpd04548"	"Betaine aldehyde hydrate"	"Betaine aldehyde hydrate"
"cpd04549"	"Oxandrolone"	"Oxandrolone"
"cpd04550"	"Thiophene-2-carbonyl-CoA"	"Thiophene-2-carbonyl-CoA"
"cpd04551"	"5-Hydroxythiophene-2-carbonyl-CoA"	"5-Hydroxythiophene-2-carbonyl-CoA"
"cpd04552"	"3'-Demethylstaurosporine"	"3'-Demethylstaurosporine"
"cpd04553"	"3-Methyl-1-(2,4,6-trihydroxyphenyl)butan-1-one"	"3-Methyl-1-(2,4,6-trihydroxyphenyl)butan-1-one"
"cpd04554"	"(7S,8S)-DiHODE"	"(7S,8S)-DiHODE"
"cpd04555"	"(Z)-(7S,8S)-Dihydroxyoctadeca-9-enoate"	"(Z)-(7S,8S)-Dihydroxyoctadeca-9-enoate"
"cpd04556"	"Oxaprozin"	"Oxaprozin"
"cpd04557"	"(9Z,12Z,15Z)-(7S,8S)-Dihydroxyoctadeca-9,12,15-trienoate"	"(9Z,12Z,15Z)-(7S,8S)-Dihydroxyoctadeca-9,12,15-trienoate"
"cpd04558"	"Oxazepam"	"Oxazepam"
"cpd04559"	"Oxybutynin"	"Oxybutynin"
"cpd04560"	"Pipracil"	"Pipracil"
"cpd04561"	"Pipobroman"	"Pipobroman"
"cpd04562"	"Afrin"	"Afrin"
"cpd04563"	"Plicamycin"	"Plicamycin"
"cpd04564"	"Prazepam"	"Prazepam"
"cpd04565"	"Praziquantel"	"Praziquantel"
"cpd04566"	"Prazosin"	"Prazosin"
"cpd04567"	"Prednisolone"	"Prednisolone"
"cpd04568"	"Prednisone"	"Prednisone"
"cpd04569"	"Primidone"	"Primidone"
"cpd04570"	"Probenecid"	"Probenecid"
"cpd04571"	"Probucol"	"Probucol"
"cpd04572"	"Procaine"	"Procaine"
"cpd04573"	"Procyclidine"	"Procyclidine"
"cpd04574"	"Promazine"	"Promazine"
"cpd04575"	"Propafenone"	"Propafenone"
"cpd04576"	"Proparacaine"	"Proparacaine"
"cpd04577"	"Largon"	"Largon"
"cpd04578"	"Pyrimethamine"	"Pyrimethamine"
"cpd04579"	"Oxymetholone"	"Oxymetholone"
"cpd04580"	"Paclitaxel"	"Paclitaxel"
"cpd04581"	"Pamidronate"	"Pamidronate"
"cpd04582"	"Quetiapine"	"Quetiapine"
"cpd04583"	"Quinapril"	"Quinapril"
"cpd04584"	"Pralidoxime"	"Pralidoxime"
"cpd04585"	"Procainamide"	"Procainamide"
"cpd04586"	"Procarbazine"	"Procarbazine"
"cpd04587"	"Prochlorperazine"	"Prochlorperazine"
"cpd04588"	"Promethazine"	"Promethazine"
"cpd04589"	"Propiomazine"	"Propiomazine"
"cpd04590"	"Propoxyphene"	"Propoxyphene"
"cpd04591"	"Propranolol"	"Propranolol"
"cpd04592"	"Protriptyline"	"Protriptyline"
"cpd04593"	"Pyrantel"	"Pyrantel"
"cpd04594"	"Pyridostigmine"	"Pyridostigmine"
"cpd04595"	"Paramethadione"	"Paramethadione"
"cpd04596"	"Pyrvinium"	"Pyrvinium"
"cpd04597"	"Paramethasone"	"Paramethasone"
"cpd04598"	"Pargyline"	"Pargyline"
"cpd04599"	"Paroxetine"	"Paroxetine"
"cpd04600"	"Penbutolol"	"Penbutolol"
"cpd04601"	"Penciclovir"	"Penciclovir"
"cpd04602"	"Penicillamine"	"Penicillamine"
"cpd04603"	"Pentamidine"	"Pentamidine"
"cpd04604"	"Pentazocine"	"Pentazocine"
"cpd04605"	"Pentobarbital"	"Pentobarbital"
"cpd04606"	"Pentobarbital sodium"	"Pentobarbital sodium"
"cpd04607"	"Pentoxifylline"	"Pentoxifylline"
"cpd04608"	"Pergolide"	"Pergolide"
"cpd04609"	"Perphenazine"	"Perphenazine"
"cpd04610"	"Phenacemide"	"Phenacemide"
"cpd04611"	"Phenazopyridine"	"Phenazopyridine"
"cpd04612"	"Phenelzine"	"Phenelzine"
